component,mr_group,intercept,slack,slope_basis
crops,produce:cowpea_irrigated:region0595_c2,-100,0,
crops,produce:cowpea_irrigated:region0595_c3,-100,0,
crops,produce:cowpea_irrigated:region0596_c2,-100,0,
crops,produce:cowpea_irrigated:region0596_c3,-100,0,
crops,produce:cowpea_irrigated:region0597_c0,-100,0,
crops,produce:cowpea_irrigated:region0597_c1,-100,0,
crops,produce:cowpea_irrigated:region0597_c2,-100,0,
crops,produce:cowpea_irrigated:region0597_c3,-100,0,
crops,produce:cowpea_irrigated:region0599_c0,-100,0,
crops,produce:cowpea_irrigated:region0599_c1,-100,0,
crops,produce:cowpea_irrigated:region0599_c2,-100,0,
crops,produce:cowpea_irrigated:region0599_c3,-100,0,
crops,produce:cowpea_irrigated:region0600_c0,-100,0,
crops,produce:cowpea_irrigated:region0600_c1,-100,0,
crops,produce:cowpea_irrigated:region0600_c2,-100,0,
crops,produce:cowpea_irrigated:region0600_c3,-100,0,
crops,produce:cowpea_irrigated:region0601_c0,-100,0,
crops,produce:cowpea_irrigated:region0601_c1,-100,0,
crops,produce:cowpea_irrigated:region0601_c2,-100,0,
crops,produce:cowpea_irrigated:region0601_c3,-100,0,
crops,produce:cowpea_irrigated:region0603_c0,-1.18288,0,
crops,produce:cowpea_irrigated:region0603_c1,-1.09796,0,
crops,produce:cowpea_irrigated:region0603_c2,-1.13497,0,
crops,produce:cowpea_irrigated:region0603_c3,-1.14403,0,
crops,produce:cowpea_irrigated:region0604_c0,-0.959244,0,
crops,produce:cowpea_irrigated:region0604_c1,-0.939761,0,
crops,produce:cowpea_irrigated:region0604_c2,-0.9623,0,
crops,produce:cowpea_irrigated:region0604_c3,-0.939495,0,
crops,produce:cowpea_irrigated:region0605_c0,-1.21883,0,
crops,produce:cowpea_irrigated:region0605_c1,-1.18032,0,
crops,produce:cowpea_irrigated:region0605_c2,-1.18287,0,
crops,produce:cowpea_irrigated:region0605_c3,-1.29458,0,
crops,produce:cowpea_irrigated:region0608_c0,-0.860599,0,
crops,produce:cowpea_irrigated:region0608_c1,-0.884087,0,
crops,produce:cowpea_irrigated:region0608_c2,-0.933157,0,
crops,produce:cowpea_irrigated:region0608_c3,-1.06086,0,
crops,produce:cowpea_irrigated:region0610_c1,-100,0,
crops,produce:cowpea_irrigated:region0610_c2,-100,0,
crops,produce:cowpea_irrigated:region0610_c3,-0.92756,0,
crops,produce:cowpea_irrigated:region0611_c0,-1.15765,0,
crops,produce:cowpea_irrigated:region0611_c1,-1.1311,0,
crops,produce:cowpea_irrigated:region0611_c2,-1.15001,0,
crops,produce:cowpea_irrigated:region0611_c3,-1.27399,0,
crops,produce:cowpea_irrigated:region0612_c0,-0.992448,0,
crops,produce:cowpea_irrigated:region0612_c1,-0.982982,0,
crops,produce:cowpea_irrigated:region0612_c2,-0.986963,0,
crops,produce:cowpea_irrigated:region0612_c3,-0.95616,0,
crops,produce:cowpea_irrigated:region0619_c0,-0.862744,0,
crops,produce:cowpea_irrigated:region0619_c1,-0.814285,0,
crops,produce:cowpea_irrigated:region0623_c0,-0.791317,0,
crops,produce:cowpea_irrigated:region0623_c1,-0.772201,0,
crops,produce:cowpea_irrigated:region0623_c3,-82.1407,0,
crops,produce:cowpea_irrigated:region0627_c0,-0.883394,0,
crops,produce:cowpea_irrigated:region0627_c1,-90.6116,0,
crops,produce:cowpea_irrigated:region0627_c2,-90.0767,0,
crops,produce:cowpea_irrigated:region0627_c3,-0.878713,0,
crops,produce:cowpea_irrigated:region0628_c0,-0.852052,0,
crops,produce:cowpea_irrigated:region0628_c1,-0.857664,0,
crops,produce:cowpea_irrigated:region0628_c2,-0.853192,0,
crops,produce:cowpea_irrigated:region0628_c3,-0.849617,0,
crops,produce:cowpea_irrigated:region0629_c1,-0.794457,0,
crops,produce:cowpea_irrigated:region0629_c2,-0.791403,0,
crops,produce:cowpea_irrigated:region0629_c3,-0.790113,0,
crops,produce:cowpea_irrigated:region0630_c0,-100,0,
crops,produce:cowpea_irrigated:region0630_c1,-100,0,
crops,produce:cowpea_irrigated:region0630_c2,-100,0,
crops,produce:cowpea_irrigated:region0630_c3,-100,0,
crops,produce:cowpea_irrigated:region0631_c0,-0.792436,0,
crops,produce:cowpea_irrigated:region0633_c0,-0.811772,0,
crops,produce:cowpea_irrigated:region0636_c1,-100,0,
crops,produce:cowpea_irrigated:region0636_c2,-100,0,
crops,produce:cowpea_irrigated:region0636_c3,-100,0,
crops,produce:cowpea_irrigated:region0638_c1,-100,0,
crops,produce:cowpea_irrigated:region0638_c2,-100,0,
crops,produce:cowpea_irrigated:region0638_c3,-100,0,
crops,produce:cowpea_irrigated:region0639_c0,-100,0,
crops,produce:cowpea_irrigated:region0639_c1,-100,0,
crops,produce:cowpea_irrigated:region0639_c2,-100,0,
crops,produce:cowpea_irrigated:region0639_c3,-100,0,
crops,produce:cowpea_irrigated:region0640_c1,-0.741454,0,
crops,produce:cowpea_irrigated:region0641_c1,-1.22006,0,
crops,produce:cowpea_irrigated:region0641_c2,-1.17999,0,
crops,produce:cowpea_irrigated:region0641_c3,-1.10144,0,
crops,produce:cowpea_irrigated:region0650_c0,-0.792773,0,
crops,produce:cowpea_irrigated:region0650_c1,-0.759466,0,
crops,produce:cowpea_irrigated:region0650_c2,-0.732576,0,
crops,produce:cowpea_irrigated:region0650_c3,-0.741244,0,
crops,produce:cowpea_irrigated:region0652_c0,-0.699675,0,
crops,produce:cowpea_irrigated:region0652_c1,-0.726799,0,
crops,produce:cowpea_irrigated:region0652_c2,-0.73943,0,
crops,produce:cowpea_irrigated:region0652_c3,-0.735666,0,
crops,produce:cowpea_irrigated:region0653_c1,-0.778164,0,
crops,produce:cowpea_irrigated:region0653_c2,-0.670433,0,
crops,produce:cowpea_irrigated:region0653_c3,-0.778683,0,
crops,produce:cowpea_irrigated:region0654_c0,-0.668876,0,
crops,produce:cowpea_irrigated:region0654_c1,-0.643053,0,
crops,produce:cowpea_irrigated:region0654_c2,-0.746658,0,
crops,produce:cowpea_irrigated:region0654_c3,-0.740256,0,
crops,produce:cowpea_irrigated:region0656_c2,-0.836271,0,
crops,produce:cowpea_irrigated:region0656_c3,-0.8125,0,
crops,produce:cowpea_irrigated:region0657_c0,-1.07952,0,
crops,produce:cowpea_irrigated:region0657_c1,-1.08241,0,
crops,produce:cowpea_irrigated:region0657_c2,-1.0951,0,
crops,produce:cowpea_irrigated:region0657_c3,-1.08929,0,
crops,produce:cowpea_irrigated:region0659_c0,-0.955307,0,
crops,produce:cowpea_irrigated:region0659_c1,-0.820445,0,
crops,produce:cowpea_irrigated:region0659_c2,-0.928557,0,
crops,produce:cowpea_irrigated:region0659_c3,-0.907344,0,
crops,produce:cowpea_irrigated:region0660_c2,-0.945932,0,
crops,produce:cowpea_irrigated:region0660_c3,-0.959338,0,
crops,produce:cowpea_irrigated:region0662_c2,-0.640324,0,
crops,produce:cowpea_irrigated:region0662_c3,-0.638669,0,
crops,produce:cowpea_irrigated:region0669_c0,-100,0,
crops,produce:cowpea_irrigated:region0669_c1,-100,0,
crops,produce:cowpea_irrigated:region0669_c2,-100,0,
crops,produce:cowpea_irrigated:region0670_c0,-100,0,
crops,produce:cowpea_irrigated:region0670_c1,-0.700878,0,
crops,produce:cowpea_irrigated:region0670_c2,-0.695178,0,
crops,produce:cowpea_irrigated:region0670_c3,-0.681637,0,
crops,produce:cowpea_irrigated:region0671_c0,-100,0,
crops,produce:cowpea_irrigated:region0671_c1,-100,0,
crops,produce:cowpea_irrigated:region0671_c2,-100,0,
crops,produce:cowpea_irrigated:region0671_c3,-100,0,
crops,produce:cowpea_irrigated:region0672_c3,-0.851452,0,
crops,produce:cowpea_irrigated:region0673_c0,-100,0,
crops,produce:cowpea_irrigated:region0673_c1,-100,0,
crops,produce:cowpea_irrigated:region0673_c2,-100,0,
crops,produce:cowpea_irrigated:region0673_c3,-100,0,
crops,produce:cowpea_irrigated:region0674_c0,-100,0,
crops,produce:cowpea_irrigated:region0674_c1,-100,0,
crops,produce:cowpea_irrigated:region0674_c2,-100,0,
crops,produce:cowpea_irrigated:region0674_c3,-100,0,
crops,produce:cowpea_irrigated:region0675_c2,-1.09879,0,
crops,produce:cowpea_irrigated:region0675_c3,-1.36498,0,
crops,produce:cowpea_irrigated:region0676_c2,-1.09092,0,
crops,produce:cowpea_irrigated:region0676_c3,-1.17975,0,
crops,produce:cowpea_irrigated:region0686_c2,-0.931842,0,
crops,produce:cowpea_irrigated:region0686_c3,-0.974668,0,
crops,produce:cowpea_irrigated:region0687_c2,-0.908037,0,
crops,produce:cowpea_irrigated:region0687_c3,-1.02897,0,
crops,produce:cowpea_irrigated:region0688_c2,-1.09788,0,
crops,produce:cowpea_irrigated:region0688_c3,-1.13674,0,
crops,produce:cowpea_irrigated:region0689_c2,-0.896673,0,
crops,produce:cowpea_irrigated:region0690_c0,-0.927191,0,
crops,produce:cowpea_irrigated:region0690_c1,-0.924095,0,
crops,produce:cowpea_irrigated:region0690_c2,-0.91583,0,
crops,produce:cowpea_irrigated:region0690_c3,-0.844353,0,
crops,produce:cowpea_irrigated:region0691_c2,-0.943507,0,
crops,produce:cowpea_irrigated:region0691_c3,-0.945603,0,
crops,produce:cowpea_irrigated:region0692_c0,-0.92133,0,
crops,produce:cowpea_irrigated:region0692_c1,-0.9164,0,
crops,produce:cowpea_irrigated:region0692_c2,-0.938657,0,
crops,produce:cowpea_irrigated:region0692_c3,-0.880521,0,
crops,produce:cowpea_irrigated:region0693_c0,-0.931879,0,
crops,produce:cowpea_irrigated:region0693_c1,-0.89068,0,
crops,produce:cowpea_irrigated:region0693_c2,-0.852315,0,
crops,produce:cowpea_irrigated:region0693_c3,-0.849383,0,
crops,produce:cowpea_irrigated:region0694_c0,-0.970302,0,
crops,produce:cowpea_irrigated:region0694_c1,-1.0656,0,
crops,produce:cowpea_irrigated:region0694_c2,-1.17038,0,
crops,produce:cowpea_irrigated:region0694_c3,-1.14214,0,
crops,produce:cowpea_irrigated:region0695_c1,-1.03055,0,
crops,produce:cowpea_irrigated:region0695_c2,-1.0659,0,
crops,produce:cowpea_irrigated:region0696_c0,-0.975219,0,
crops,produce:cowpea_irrigated:region0696_c1,-0.99818,0,
crops,produce:cowpea_irrigated:region0696_c2,-0.95728,0,
crops,produce:cowpea_irrigated:region0696_c3,-0.941443,0,
crops,produce:cowpea_irrigated:region0697_c0,-0.823886,0,
crops,produce:cowpea_irrigated:region0697_c1,-0.817645,0,
crops,produce:cowpea_irrigated:region0697_c2,-0.811687,0,
crops,produce:cowpea_irrigated:region0697_c3,-0.812061,0,
crops,produce:cowpea_irrigated:region0698_c0,-100,0,
crops,produce:cowpea_irrigated:region0698_c1,-100,0,
crops,produce:cowpea_irrigated:region0698_c2,-100,0,
crops,produce:cowpea_irrigated:region0698_c3,-100,0,
crops,produce:cowpea_irrigated:region0699_c1,-0.829309,0,
crops,produce:cowpea_irrigated:region0699_c2,-0.823337,0,
crops,produce:cowpea_irrigated:region0699_c3,-0.81562,0,
crops,produce:cowpea_irrigated:region0700_c1,-0.913508,0,
crops,produce:cowpea_irrigated:region0700_c2,-0.978569,0,
crops,produce:cowpea_irrigated:region0700_c3,-1.2069,0,
crops,produce:cowpea_irrigated:region0701_c0,-100,0,
crops,produce:cowpea_irrigated:region0701_c1,-100,0,
crops,produce:cowpea_irrigated:region0701_c2,-100,0,
crops,produce:cowpea_irrigated:region0701_c3,-100,0,
crops,produce:cowpea_irrigated:region0702_c0,-0.819291,0,
crops,produce:cowpea_irrigated:region0702_c1,-0.817486,0,
crops,produce:cowpea_irrigated:region0702_c2,-0.815733,0,
crops,produce:cowpea_irrigated:region0702_c3,-0.812448,0,
crops,produce:cowpea_irrigated:region0703_c0,-0.828908,0,
crops,produce:cowpea_irrigated:region0703_c1,-0.81824,0,
crops,produce:cowpea_irrigated:region0703_c2,-0.809915,0,
crops,produce:cowpea_irrigated:region0703_c3,-0.804555,0,
crops,produce:cowpea_irrigated:region0704_c0,-0.90245,0,
crops,produce:cowpea_irrigated:region0704_c1,-0.83177,0,
crops,produce:cowpea_irrigated:region0704_c2,-0.88913,0,
crops,produce:cowpea_irrigated:region0704_c3,-0.9071,0,
crops,produce:cowpea_irrigated:region0705_c0,-100,0,
crops,produce:cowpea_irrigated:region0705_c1,-100,0,
crops,produce:cowpea_irrigated:region0705_c2,-100,0,
crops,produce:cowpea_irrigated:region0705_c3,-100,0,
crops,produce:cowpea_irrigated:region0706_c0,-100,0,
crops,produce:cowpea_irrigated:region0706_c1,-100,0,
crops,produce:cowpea_irrigated:region0706_c2,-100,0,
crops,produce:cowpea_irrigated:region0706_c3,-100,0,
crops,produce:cowpea_irrigated:region0708_c1,-0.815603,0,
crops,produce:cowpea_irrigated:region0708_c2,-0.810631,0,
crops,produce:cowpea_irrigated:region0708_c3,-0.806627,0,
crops,produce:cowpea_irrigated:region0709_c0,-0.876385,0,
crops,produce:cowpea_irrigated:region0709_c1,-0.851181,0,
crops,produce:cowpea_irrigated:region0709_c2,-0.830871,0,
crops,produce:cowpea_irrigated:region0709_c3,-0.830759,0,
crops,produce:cowpea_irrigated:region0710_c0,-0.88134,0,
crops,produce:cowpea_irrigated:region0710_c1,-0.831306,0,
crops,produce:cowpea_irrigated:region0710_c2,-0.80429,0,
crops,produce:cowpea_irrigated:region0710_c3,-100,0,
crops,produce:cowpea_irrigated:region0711_c1,-100,0,
crops,produce:cowpea_irrigated:region0711_c2,-100,0,
crops,produce:cowpea_irrigated:region0711_c3,-100,0,
crops,produce:cowpea_irrigated:region0712_c0,-0.925873,0,
crops,produce:cowpea_irrigated:region0712_c1,-0.848881,0,
crops,produce:cowpea_irrigated:region0712_c2,-0.812213,0,
crops,produce:cowpea_irrigated:region0712_c3,-100,0,
crops,produce:cowpea_irrigated:region0713_c0,-100,0,
crops,produce:cowpea_irrigated:region0713_c1,-100,0,
crops,produce:cowpea_irrigated:region0713_c2,-100,0,
crops,produce:cowpea_irrigated:region0713_c3,-0.813606,0,
crops,produce:cowpea_irrigated:region0714_c0,-0.971995,0,
crops,produce:cowpea_irrigated:region0714_c1,-0.911286,0,
crops,produce:cowpea_irrigated:region0714_c2,-0.865451,0,
crops,produce:cowpea_irrigated:region0714_c3,-0.84156,0,
crops,produce:cowpea_irrigated:region0715_c0,-0.812666,0,
crops,produce:cowpea_irrigated:region0715_c1,-0.808537,0,
crops,produce:cowpea_irrigated:region0715_c2,-100,0,
crops,produce:cowpea_irrigated:region0715_c3,-100,0,
crops,produce:cowpea_irrigated:region0717_c2,-0.814076,0,
crops,produce:cowpea_irrigated:region0717_c3,-0.811617,0,
crops,produce:cowpea_irrigated:region0719_c0,-0.818059,0,
crops,produce:cowpea_irrigated:region0719_c1,-0.813099,0,
crops,produce:cowpea_irrigated:region0719_c2,-0.81217,0,
crops,produce:cowpea_irrigated:region0721_c0,-0.816322,0,
crops,produce:cowpea_irrigated:region0721_c1,-0.811991,0,
crops,produce:cowpea_irrigated:region0721_c2,-0.808313,0,
crops,produce:cowpea_irrigated:region0721_c3,-0.808203,0,
crops,produce:cowpea_irrigated:region0722_c0,-100,0,
crops,produce:cowpea_irrigated:region0722_c1,-100,0,
crops,produce:cowpea_irrigated:region0722_c2,-100,0,
crops,produce:cowpea_irrigated:region0722_c3,-100,0,
crops,produce:cowpea_irrigated:region0723_c0,-0.81992,0,
crops,produce:cowpea_irrigated:region0723_c1,-0.81056,0,
crops,produce:cowpea_irrigated:region0723_c2,-0.808938,0,
crops,produce:cowpea_irrigated:region0724_c0,-0.816189,0,
crops,produce:cowpea_irrigated:region0724_c1,-0.819109,0,
crops,produce:cowpea_irrigated:region0724_c2,-0.819993,0,
crops,produce:cowpea_irrigated:region0725_c1,-100,0,
crops,produce:cowpea_irrigated:region0725_c3,-100,0,
crops,produce:cowpea_irrigated:region0726_c0,-0.819518,0,
crops,produce:cowpea_irrigated:region0726_c1,-0.816648,0,
crops,produce:cowpea_irrigated:region0726_c2,-0.811362,0,
crops,produce:cowpea_irrigated:region0726_c3,-0.808146,0,
crops,produce:cowpea_irrigated:region0727_c1,-100,0,
crops,produce:cowpea_irrigated:region0727_c2,-100,0,
crops,produce:cowpea_irrigated:region0727_c3,-100,0,
crops,produce:cowpea_irrigated:region0728_c0,-0.771221,0,
crops,produce:cowpea_irrigated:region0728_c1,-0.734506,0,
crops,produce:cowpea_irrigated:region0728_c2,-0.649138,0,
crops,produce:cowpea_irrigated:region0728_c3,-0.549695,0,
crops,produce:cowpea_irrigated:region0729_c1,-0.794517,0,
crops,produce:cowpea_irrigated:region0729_c2,-0.792173,0,
crops,produce:cowpea_irrigated:region0729_c3,-0.791573,0,
crops,produce:cowpea_irrigated:region0730_c1,-0.802867,0,
crops,produce:cowpea_irrigated:region0730_c2,-0.801728,0,
crops,produce:cowpea_irrigated:region0731_c0,-0.805214,0,
crops,produce:cowpea_irrigated:region0731_c1,-0.797951,0,
crops,produce:cowpea_irrigated:region0731_c2,-0.800011,0,
crops,produce:cowpea_irrigated:region0731_c3,-0.796603,0,
crops,produce:cowpea_irrigated:region0732_c0,-0.876345,0,
crops,produce:cowpea_irrigated:region0732_c1,-0.870665,0,
crops,produce:cowpea_irrigated:region0732_c2,-0.843938,0,
crops,produce:cowpea_irrigated:region0732_c3,-0.849166,0,
crops,produce:cowpea_irrigated:region0736_c0,-0.83449,0,
crops,produce:cowpea_irrigated:region0736_c1,-0.766415,0,
crops,produce:cowpea_irrigated:region0736_c2,-84.2821,0,
crops,produce:cowpea_irrigated:region0736_c3,-83.9539,0,
crops,produce:cowpea_irrigated:region0737_c0,-0.791571,0,
crops,produce:cowpea_irrigated:region0737_c1,-84.7178,0,
crops,produce:cowpea_irrigated:region0737_c2,-84.1554,0,
crops,produce:cowpea_irrigated:region0737_c3,-83.8386,0,
crops,produce:cowpea_irrigated:region0738_c0,-0.844926,0,
crops,produce:cowpea_irrigated:region0738_c2,-0.816369,0,
crops,produce:cowpea_irrigated:region0738_c3,-0.844123,0,
crops,produce:cowpea_irrigated:region0739_c3,-1.29692,0,
crops,produce:cowpea_irrigated:region0740_c0,-0.845379,0,
crops,produce:cowpea_irrigated:region0740_c1,-0.766848,0,
crops,produce:cowpea_irrigated:region0740_c2,-0.73283,0,
crops,produce:cowpea_irrigated:region0740_c3,-0.712843,0,
crops,produce:cowpea_irrigated:region0741_c0,-0.77571,0,
crops,produce:cowpea_irrigated:region0741_c1,-0.757669,0,
crops,produce:cowpea_irrigated:region0741_c2,-0.728834,0,
crops,produce:cowpea_irrigated:region0741_c3,-0.696947,0,
crops,produce:cowpea_irrigated:region0742_c0,-0.967941,0,
crops,produce:cowpea_irrigated:region0742_c1,-0.921111,0,
crops,produce:cowpea_irrigated:region0742_c2,-0.941566,0,
crops,produce:cowpea_irrigated:region0742_c3,-0.947655,0,
crops,produce:cowpea_irrigated:region0743_c0,-0.907286,0,
crops,produce:cowpea_irrigated:region0743_c1,-0.828696,0,
crops,produce:cowpea_irrigated:region0743_c2,-0.723746,0,
crops,produce:cowpea_irrigated:region0743_c3,-0.699378,0,
crops,produce:cowpea_irrigated:region0749_c0,-0.804484,0,
crops,produce:cowpea_irrigated:region0749_c3,-0.787042,0,
crops,produce:cowpea_rainfed:region0000_c0,-100,0,
crops,produce:cowpea_rainfed:region0000_c1,-0.796402,0,
crops,produce:cowpea_rainfed:region0000_c2,-0.79585,0,
crops,produce:cowpea_rainfed:region0000_c3,-0.786144,0,
crops,produce:cowpea_rainfed:region0001_c0,-100,0,
crops,produce:cowpea_rainfed:region0001_c1,-100,0,
crops,produce:cowpea_rainfed:region0001_c2,-100,0,
crops,produce:cowpea_rainfed:region0001_c3,-100,0,
crops,produce:cowpea_rainfed:region0002_c0,-100,0,
crops,produce:cowpea_rainfed:region0002_c1,-100,0,
crops,produce:cowpea_rainfed:region0002_c2,-100,0,
crops,produce:cowpea_rainfed:region0002_c3,-100,0,
crops,produce:cowpea_rainfed:region0003_c0,-0.826149,0,
crops,produce:cowpea_rainfed:region0003_c1,-0.824745,0,
crops,produce:cowpea_rainfed:region0003_c2,-0.825367,0,
crops,produce:cowpea_rainfed:region0003_c3,-0.821436,0,
crops,produce:cowpea_rainfed:region0004_c0,-100,0,
crops,produce:cowpea_rainfed:region0004_c1,-100,0,
crops,produce:cowpea_rainfed:region0004_c2,-0.829757,0,
crops,produce:cowpea_rainfed:region0004_c3,-0.819973,0,
crops,produce:cowpea_rainfed:region0005_c0,-0.830891,0,
crops,produce:cowpea_rainfed:region0005_c1,-0.8259,0,
crops,produce:cowpea_rainfed:region0005_c2,-0.824926,0,
crops,produce:cowpea_rainfed:region0005_c3,-0.82158,0,
crops,produce:cowpea_rainfed:region0006_c0,-0.826981,0,
crops,produce:cowpea_rainfed:region0006_c1,-0.826067,0,
crops,produce:cowpea_rainfed:region0006_c2,-0.825231,0,
crops,produce:cowpea_rainfed:region0006_c3,-0.822935,0,
crops,produce:cowpea_rainfed:region0007_c0,-0.826752,0,
crops,produce:cowpea_rainfed:region0007_c1,-0.824401,0,
crops,produce:cowpea_rainfed:region0007_c2,-0.821752,0,
crops,produce:cowpea_rainfed:region0007_c3,-0.819818,0,
crops,produce:cowpea_rainfed:region0008_c0,-0.825563,0,
crops,produce:cowpea_rainfed:region0008_c1,-0.82521,0,
crops,produce:cowpea_rainfed:region0008_c2,-0.954488,0,
crops,produce:cowpea_rainfed:region0008_c3,-0.820567,0,
crops,produce:cowpea_rainfed:region0009_c0,-0.829601,0,
crops,produce:cowpea_rainfed:region0009_c1,-0.825682,0,
crops,produce:cowpea_rainfed:region0009_c2,-0.823083,0,
crops,produce:cowpea_rainfed:region0009_c3,-0.821759,0,
crops,produce:cowpea_rainfed:region0010_c0,-100,0,
crops,produce:cowpea_rainfed:region0010_c1,-0.830015,0,
crops,produce:cowpea_rainfed:region0010_c2,-0.807097,0,
crops,produce:cowpea_rainfed:region0010_c3,-0.790951,0,
crops,produce:cowpea_rainfed:region0012_c0,-0.852183,0,
crops,produce:cowpea_rainfed:region0012_c1,-0.854093,0,
crops,produce:cowpea_rainfed:region0012_c2,-0.85534,0,
crops,produce:cowpea_rainfed:region0012_c3,-0.855336,0,
crops,produce:cowpea_rainfed:region0013_c0,-100,0,
crops,produce:cowpea_rainfed:region0013_c1,-100,0,
crops,produce:cowpea_rainfed:region0013_c2,-0.851103,0,
crops,produce:cowpea_rainfed:region0013_c3,-0.854622,0,
crops,produce:cowpea_rainfed:region0014_c0,-100,0,
crops,produce:cowpea_rainfed:region0014_c1,-100,0,
crops,produce:cowpea_rainfed:region0014_c2,-100,0,
crops,produce:cowpea_rainfed:region0014_c3,-100,0,
crops,produce:cowpea_rainfed:region0015_c0,-0.851808,0,
crops,produce:cowpea_rainfed:region0015_c1,-0.852693,0,
crops,produce:cowpea_rainfed:region0015_c2,-0.853074,0,
crops,produce:cowpea_rainfed:region0015_c3,-0.853601,0,
crops,produce:cowpea_rainfed:region0016_c0,-0.853152,0,
crops,produce:cowpea_rainfed:region0016_c1,-0.854056,0,
crops,produce:cowpea_rainfed:region0016_c2,-0.854722,0,
crops,produce:cowpea_rainfed:region0016_c3,-0.854987,0,
crops,produce:cowpea_rainfed:region0017_c0,-0.847928,0,
crops,produce:cowpea_rainfed:region0017_c1,-0.848086,0,
crops,produce:cowpea_rainfed:region0017_c2,-0.849227,0,
crops,produce:cowpea_rainfed:region0017_c3,-0.851939,0,
crops,produce:cowpea_rainfed:region0018_c0,-0.848434,0,
crops,produce:cowpea_rainfed:region0018_c1,-0.849037,0,
crops,produce:cowpea_rainfed:region0018_c2,-0.849445,0,
crops,produce:cowpea_rainfed:region0018_c3,-0.851503,0,
crops,produce:cowpea_rainfed:region0019_c0,-0.849681,0,
crops,produce:cowpea_rainfed:region0019_c1,-0.851696,0,
crops,produce:cowpea_rainfed:region0019_c2,-0.852617,0,
crops,produce:cowpea_rainfed:region0019_c3,-0.852347,0,
crops,produce:cowpea_rainfed:region0020_c0,-0.848581,0,
crops,produce:cowpea_rainfed:region0020_c1,-0.849221,0,
crops,produce:cowpea_rainfed:region0020_c2,-0.849994,0,
crops,produce:cowpea_rainfed:region0020_c3,-0.850917,0,
crops,produce:cowpea_rainfed:region0022_c0,-0.851112,0,
crops,produce:cowpea_rainfed:region0022_c1,-0.853309,0,
crops,produce:cowpea_rainfed:region0022_c2,-0.854839,0,
crops,produce:cowpea_rainfed:region0022_c3,-0.854775,0,
crops,produce:cowpea_rainfed:region0023_c0,-0.850092,0,
crops,produce:cowpea_rainfed:region0023_c1,-0.852051,0,
crops,produce:cowpea_rainfed:region0023_c2,-0.852594,0,
crops,produce:cowpea_rainfed:region0023_c3,-0.853186,0,
crops,produce:cowpea_rainfed:region0026_c0,-0.850598,0,
crops,produce:cowpea_rainfed:region0026_c1,-0.851851,0,
crops,produce:cowpea_rainfed:region0026_c2,-0.853794,0,
crops,produce:cowpea_rainfed:region0026_c3,-0.854747,0,
crops,produce:cowpea_rainfed:region0027_c0,-100,0,
crops,produce:cowpea_rainfed:region0027_c1,-100,0,
crops,produce:cowpea_rainfed:region0027_c2,-100,0,
crops,produce:cowpea_rainfed:region0027_c3,-100,0,
crops,produce:cowpea_rainfed:region0030_c1,-100,0,
crops,produce:cowpea_rainfed:region0030_c2,-100,0,
crops,produce:cowpea_rainfed:region0030_c3,-100,0,
crops,produce:cowpea_rainfed:region0032_c0,-100,0,
crops,produce:cowpea_rainfed:region0032_c1,-100,0,
crops,produce:cowpea_rainfed:region0032_c2,-100,0,
crops,produce:cowpea_rainfed:region0032_c3,-100,0,
crops,produce:cowpea_rainfed:region0035_c0,-100,0,
crops,produce:cowpea_rainfed:region0035_c1,-100,0,
crops,produce:cowpea_rainfed:region0035_c2,-100,0,
crops,produce:cowpea_rainfed:region0035_c3,-100,0,
crops,produce:cowpea_rainfed:region0036_c1,-100,0,
crops,produce:cowpea_rainfed:region0036_c2,-100,0,
crops,produce:cowpea_rainfed:region0036_c3,-0.814095,0,
crops,produce:cowpea_rainfed:region0037_c3,-100,0,
crops,produce:cowpea_rainfed:region0039_c0,-100,0,
crops,produce:cowpea_rainfed:region0039_c1,-100,0,
crops,produce:cowpea_rainfed:region0039_c2,-100,0,
crops,produce:cowpea_rainfed:region0039_c3,-100,0,
crops,produce:cowpea_rainfed:region0040_c0,-100,0,
crops,produce:cowpea_rainfed:region0040_c1,-100,0,
crops,produce:cowpea_rainfed:region0040_c2,-100,0,
crops,produce:cowpea_rainfed:region0040_c3,-100,0,
crops,produce:cowpea_rainfed:region0041_c0,-100,0,
crops,produce:cowpea_rainfed:region0041_c1,-100,0,
crops,produce:cowpea_rainfed:region0041_c2,-100,0,
crops,produce:cowpea_rainfed:region0041_c3,-100,0,
crops,produce:cowpea_rainfed:region0042_c0,-100,0,
crops,produce:cowpea_rainfed:region0042_c2,-100,0,
crops,produce:cowpea_rainfed:region0042_c3,-100,0,
crops,produce:cowpea_rainfed:region0044_c0,-100,0,
crops,produce:cowpea_rainfed:region0044_c1,-70.4935,0,
crops,produce:cowpea_rainfed:region0044_c2,-0.81935,0,
crops,produce:cowpea_rainfed:region0044_c3,-0.795567,0,
crops,produce:cowpea_rainfed:region0045_c0,-0.811583,0,
crops,produce:cowpea_rainfed:region0045_c1,-0.793296,0,
crops,produce:cowpea_rainfed:region0045_c2,-0.784676,0,
crops,produce:cowpea_rainfed:region0045_c3,-0.776468,0,
crops,produce:cowpea_rainfed:region0047_c0,-100,0,
crops,produce:cowpea_rainfed:region0047_c1,-100,0,
crops,produce:cowpea_rainfed:region0047_c2,-100,0,
crops,produce:cowpea_rainfed:region0047_c3,-0.783864,0,
crops,produce:cowpea_rainfed:region0048_c0,-100,0,
crops,produce:cowpea_rainfed:region0048_c1,-100,0,
