component,mr_group,intercept,slack,slope_basis
crops,produce:groundnut_rainfed:region0478_c2,-0.553513,0,
crops,produce:groundnut_rainfed:region0478_c3,-0.550132,0,
crops,produce:groundnut_rainfed:region0479_c0,-1.23908,0,
crops,produce:groundnut_rainfed:region0479_c1,-1.23414,0,
crops,produce:groundnut_rainfed:region0479_c2,-1.28488,0,
crops,produce:groundnut_rainfed:region0479_c3,-1.28369,0,
crops,produce:groundnut_rainfed:region0481_c0,-1.36144,0,
crops,produce:groundnut_rainfed:region0481_c1,-1.35611,0,
crops,produce:groundnut_rainfed:region0481_c2,-1.35315,0,
crops,produce:groundnut_rainfed:region0481_c3,-1.34952,0,
crops,produce:groundnut_rainfed:region0482_c0,-100,0,
crops,produce:groundnut_rainfed:region0482_c1,-100,0,
crops,produce:groundnut_rainfed:region0483_c2,-100,0,
crops,produce:groundnut_rainfed:region0483_c3,-1.34757,0,
crops,produce:groundnut_rainfed:region0487_c0,-100,0,
crops,produce:groundnut_rainfed:region0487_c1,-100,0,
crops,produce:groundnut_rainfed:region0487_c2,-100,0,
crops,produce:groundnut_rainfed:region0487_c3,-100,0,
crops,produce:groundnut_rainfed:region0488_c0,-100,0,
crops,produce:groundnut_rainfed:region0488_c1,-100,0,
crops,produce:groundnut_rainfed:region0488_c2,-100,0,
crops,produce:groundnut_rainfed:region0488_c3,-100,0,
crops,produce:groundnut_rainfed:region0489_c0,-100,0,
crops,produce:groundnut_rainfed:region0489_c1,-100,0,
crops,produce:groundnut_rainfed:region0489_c2,-100,0,
crops,produce:groundnut_rainfed:region0489_c3,-100,0,
crops,produce:groundnut_rainfed:region0490_c0,-100,0,
crops,produce:groundnut_rainfed:region0490_c1,-100,0,
crops,produce:groundnut_rainfed:region0490_c2,-100,0,
crops,produce:groundnut_rainfed:region0490_c3,-1.39574,0,
crops,produce:groundnut_rainfed:region0491_c0,-1.39878,0,
crops,produce:groundnut_rainfed:region0491_c1,-1.41353,0,
crops,produce:groundnut_rainfed:region0491_c2,-1.39784,0,
crops,produce:groundnut_rainfed:region0491_c3,-1.39453,0,
crops,produce:groundnut_rainfed:region0492_c0,-100,0,
crops,produce:groundnut_rainfed:region0492_c1,-1.399,0,
crops,produce:groundnut_rainfed:region0492_c2,-44.5171,0,
crops,produce:groundnut_rainfed:region0492_c3,-36.182,0,
crops,produce:groundnut_rainfed:region0493_c0,-1.40188,0,
crops,produce:groundnut_rainfed:region0493_c1,-56.4421,0,
crops,produce:groundnut_rainfed:region0493_c2,-35.8162,0,
crops,produce:groundnut_rainfed:region0493_c3,-22.0515,0,
crops,produce:groundnut_rainfed:region0494_c0,-100,0,
crops,produce:groundnut_rainfed:region0494_c1,-100,0,
crops,produce:groundnut_rainfed:region0494_c2,-100,0,
crops,produce:groundnut_rainfed:region0494_c3,-1.39813,0,
crops,produce:groundnut_rainfed:region0495_c0,-2.01127,0,
crops,produce:groundnut_rainfed:region0495_c1,-1.97738,0,
crops,produce:groundnut_rainfed:region0495_c2,-1.96513,0,
crops,produce:groundnut_rainfed:region0495_c3,-1.95934,0,
crops,produce:groundnut_rainfed:region0498_c1,-78.3495,0,
crops,produce:groundnut_rainfed:region0498_c2,-78.1582,0,
crops,produce:groundnut_rainfed:region0498_c3,-78.0978,0,
crops,produce:groundnut_rainfed:region0501_c1,-100,0,
crops,produce:groundnut_rainfed:region0501_c2,-100,0,
crops,produce:groundnut_rainfed:region0501_c3,-100,0,
crops,produce:groundnut_rainfed:region0502_c1,-100,0,
crops,produce:groundnut_rainfed:region0502_c2,-100,0,
crops,produce:groundnut_rainfed:region0503_c0,-1.27573,0,
crops,produce:groundnut_rainfed:region0503_c1,-100,0,
crops,produce:groundnut_rainfed:region0503_c2,-1.26795,0,
crops,produce:groundnut_rainfed:region0503_c3,-1.14153,0,
crops,produce:groundnut_rainfed:region0504_c0,-100,0,
crops,produce:groundnut_rainfed:region0504_c1,-1.28127,0,
crops,produce:groundnut_rainfed:region0504_c2,-1.15164,0,
crops,produce:groundnut_rainfed:region0504_c3,-1.12124,0,
crops,produce:groundnut_rainfed:region0507_c0,8.73568,0,
crops,produce:groundnut_rainfed:region0507_c1,10.708,0,
crops,produce:groundnut_rainfed:region0507_c2,9.71338,0,
crops,produce:groundnut_rainfed:region0507_c3,7.66225,0,
crops,produce:groundnut_rainfed:region0510_c1,5.81001,0,
crops,produce:groundnut_rainfed:region0510_c2,5.74976,0,
crops,produce:groundnut_rainfed:region0510_c3,5.39863,0,
crops,produce:groundnut_rainfed:region0513_c0,-0.871913,0,
crops,produce:groundnut_rainfed:region0513_c1,-0.856891,0,
crops,produce:groundnut_rainfed:region0513_c2,-0.840744,0,
crops,produce:groundnut_rainfed:region0513_c3,-0.828696,0,
crops,produce:groundnut_rainfed:region0514_c0,-100,0,
crops,produce:groundnut_rainfed:region0514_c1,-1.36971,0,
crops,produce:groundnut_rainfed:region0514_c2,-1.36741,0,
crops,produce:groundnut_rainfed:region0514_c3,-1.34711,0,
crops,produce:groundnut_rainfed:region0515_c0,-1.37031,0,
crops,produce:groundnut_rainfed:region0515_c1,-100,0,
crops,produce:groundnut_rainfed:region0515_c2,-1.36437,0,
crops,produce:groundnut_rainfed:region0515_c3,-1.33923,0,
crops,produce:groundnut_rainfed:region0519_c0,10.6478,0,
crops,produce:groundnut_rainfed:region0519_c1,11.0454,0,
crops,produce:groundnut_rainfed:region0519_c2,11.0578,0,
crops,produce:groundnut_rainfed:region0519_c3,11.2174,0,
crops,produce:groundnut_rainfed:region0520_c0,10.5194,0,
crops,produce:groundnut_rainfed:region0520_c1,12.0896,0,
crops,produce:groundnut_rainfed:region0520_c2,13.2005,0,
crops,produce:groundnut_rainfed:region0520_c3,14.4343,0,
crops,produce:groundnut_rainfed:region0602_c0,-100,0,
crops,produce:groundnut_rainfed:region0602_c1,-100,0,
crops,produce:groundnut_rainfed:region0602_c2,-93.8389,0,
crops,produce:groundnut_rainfed:region0602_c3,-93.754,0,
crops,produce:groundnut_rainfed:region0608_c0,-100,0,
crops,produce:groundnut_rainfed:region0608_c1,-100,0,
crops,produce:groundnut_rainfed:region0615_c0,-100,0,
crops,produce:groundnut_rainfed:region0615_c1,-100,0,
crops,produce:groundnut_rainfed:region0615_c2,-100,0,
crops,produce:groundnut_rainfed:region0615_c3,-100,0,
crops,produce:groundnut_rainfed:region0616_c0,-100,0,
crops,produce:groundnut_rainfed:region0616_c1,-100,0,
crops,produce:groundnut_rainfed:region0616_c2,-100,0,
crops,produce:groundnut_rainfed:region0616_c3,-100,0,
crops,produce:groundnut_rainfed:region0617_c0,-100,0,
crops,produce:groundnut_rainfed:region0617_c1,-100,0,
crops,produce:groundnut_rainfed:region0617_c2,-100,0,
crops,produce:groundnut_rainfed:region0617_c3,-100,0,
crops,produce:groundnut_rainfed:region0618_c0,-100,0,
crops,produce:groundnut_rainfed:region0618_c1,-100,0,
crops,produce:groundnut_rainfed:region0618_c2,-100,0,
crops,produce:groundnut_rainfed:region0618_c3,15.9205,0,
crops,produce:groundnut_rainfed:region0619_c0,-100,0,
crops,produce:groundnut_rainfed:region0619_c1,6.46134,0,
crops,produce:groundnut_rainfed:region0619_c2,11.3042,0,
crops,produce:groundnut_rainfed:region0619_c3,15.2774,0,
crops,produce:groundnut_rainfed:region0620_c0,-100,0,
crops,produce:groundnut_rainfed:region0620_c1,-100,0,
crops,produce:groundnut_rainfed:region0620_c2,4.1497,0,
crops,produce:groundnut_rainfed:region0620_c3,10.4314,0,
crops,produce:groundnut_rainfed:region0621_c0,-100,0,
crops,produce:groundnut_rainfed:region0621_c1,-100,0,
crops,produce:groundnut_rainfed:region0621_c2,-100,0,
crops,produce:groundnut_rainfed:region0621_c3,13.957,0,
crops,produce:groundnut_rainfed:region0622_c0,-100,0,
crops,produce:groundnut_rainfed:region0622_c1,-100,0,
crops,produce:groundnut_rainfed:region0622_c2,9.70218,0,
crops,produce:groundnut_rainfed:region0622_c3,12.3679,0,
crops,produce:groundnut_rainfed:region0623_c0,-100,0,
crops,produce:groundnut_rainfed:region0623_c1,-100,0,
crops,produce:groundnut_rainfed:region0623_c2,-100,0,
crops,produce:groundnut_rainfed:region0623_c3,24.2471,0,
crops,produce:groundnut_rainfed:region0625_c0,-100,0,
crops,produce:groundnut_rainfed:region0625_c1,-0.511025,0,
crops,produce:groundnut_rainfed:region0625_c2,-0.508019,0,
crops,produce:groundnut_rainfed:region0625_c3,-0.497912,0,
crops,produce:groundnut_rainfed:region0626_c2,-72.1721,0,
crops,produce:groundnut_rainfed:region0627_c0,-100,0,
crops,produce:groundnut_rainfed:region0627_c1,-100,0,
crops,produce:groundnut_rainfed:region0627_c2,-80.451,0,
crops,produce:groundnut_rainfed:region0627_c3,-1.30304,0,
crops,produce:groundnut_rainfed:region0628_c0,-100,0,
crops,produce:groundnut_rainfed:region0628_c1,-100,0,
crops,produce:groundnut_rainfed:region0628_c2,-100,0,
crops,produce:groundnut_rainfed:region0628_c3,-100,0,
crops,produce:groundnut_rainfed:region0629_c1,-100,0,
crops,produce:groundnut_rainfed:region0629_c2,-100,0,
crops,produce:groundnut_rainfed:region0629_c3,-1.32434,0,
crops,produce:groundnut_rainfed:region0631_c0,-1.34175,0,
crops,produce:groundnut_rainfed:region0631_c1,-1.3276,0,
crops,produce:groundnut_rainfed:region0631_c2,-1.32032,0,
crops,produce:groundnut_rainfed:region0631_c3,-1.31634,0,
crops,produce:groundnut_rainfed:region0632_c0,-100,0,
crops,produce:groundnut_rainfed:region0632_c1,-1.33056,0,
crops,produce:groundnut_rainfed:region0632_c2,-1.32128,0,
crops,produce:groundnut_rainfed:region0632_c3,-1.3177,0,
crops,produce:groundnut_rainfed:region0633_c0,-1.35282,0,
crops,produce:groundnut_rainfed:region0633_c1,-1.34415,0,
crops,produce:groundnut_rainfed:region0633_c2,-1.339,0,
crops,produce:groundnut_rainfed:region0633_c3,-1.32771,0,
crops,produce:groundnut_rainfed:region0635_c0,-3.04869,0,
crops,produce:groundnut_rainfed:region0635_c1,-3.04894,0,
crops,produce:groundnut_rainfed:region0635_c2,-3.04944,0,
crops,produce:groundnut_rainfed:region0640_c0,4.83589,0,
crops,produce:groundnut_rainfed:region0640_c1,6.33768,0,
crops,produce:groundnut_rainfed:region0640_c2,6.06252,0,
crops,produce:groundnut_rainfed:region0640_c3,6.45734,0,
crops,produce:groundnut_rainfed:region0644_c0,-100,0,
crops,produce:groundnut_rainfed:region0644_c1,-100,0,
crops,produce:groundnut_rainfed:region0644_c2,-100,0,
crops,produce:groundnut_rainfed:region0644_c3,-100,0,
crops,produce:groundnut_rainfed:region0646_c0,-100,0,
crops,produce:groundnut_rainfed:region0646_c1,-0.561807,0,
crops,produce:groundnut_rainfed:region0646_c2,-0.543601,0,
crops,produce:groundnut_rainfed:region0646_c3,-0.530737,0,
crops,produce:groundnut_rainfed:region0648_c0,-100,0,
crops,produce:groundnut_rainfed:region0648_c1,-0.557089,0,
crops,produce:groundnut_rainfed:region0648_c2,-0.552985,0,
crops,produce:groundnut_rainfed:region0648_c3,-0.533011,0,
crops,produce:groundnut_rainfed:region0649_c0,-90.3162,0,
crops,produce:groundnut_rainfed:region0649_c1,-90.1564,0,
crops,produce:groundnut_rainfed:region0649_c2,-0.368018,0,
crops,produce:groundnut_rainfed:region0649_c3,-0.365524,0,
crops,produce:groundnut_rainfed:region0650_c0,-2.29,0,
crops,produce:groundnut_rainfed:region0650_c1,-2.24673,0,
crops,produce:groundnut_rainfed:region0650_c2,-2.24229,0,
crops,produce:groundnut_rainfed:region0650_c3,-2.24477,0,
crops,produce:groundnut_rainfed:region0651_c0,-2.2656,0,
crops,produce:groundnut_rainfed:region0651_c1,-2.26131,0,
crops,produce:groundnut_rainfed:region0651_c2,-2.26049,0,
crops,produce:groundnut_rainfed:region0651_c3,-2.26707,0,
crops,produce:groundnut_rainfed:region0655_c0,8.6969,0,
crops,produce:groundnut_rainfed:region0655_c1,8.39813,0,
crops,produce:groundnut_rainfed:region0655_c2,8.69999,0,
crops,produce:groundnut_rainfed:region0655_c3,14.4083,0,
crops,produce:groundnut_rainfed:region0662_c0,-100,0,
crops,produce:groundnut_rainfed:region0662_c1,-100,0,
crops,produce:groundnut_rainfed:region0662_c2,-100,0,
crops,produce:groundnut_rainfed:region0662_c3,-1.2456,0,
crops,produce:groundnut_rainfed:region0663_c0,-0.289468,0,
crops,produce:groundnut_rainfed:region0663_c1,-0.283684,0,
crops,produce:groundnut_rainfed:region0663_c2,-0.280464,0,
crops,produce:groundnut_rainfed:region0663_c3,-0.273769,0,
crops,produce:groundnut_rainfed:region0664_c0,-0.304315,0,
crops,produce:groundnut_rainfed:region0664_c1,-0.290781,0,
crops,produce:groundnut_rainfed:region0664_c2,-0.283751,0,
crops,produce:groundnut_rainfed:region0664_c3,-0.276549,0,
crops,produce:groundnut_rainfed:region0665_c0,-0.302603,0,
crops,produce:groundnut_rainfed:region0665_c1,-0.285243,0,
crops,produce:groundnut_rainfed:region0665_c2,-0.280445,0,
crops,produce:groundnut_rainfed:region0665_c3,-0.276001,0,
crops,produce:groundnut_rainfed:region0666_c0,-0.28825,0,
crops,produce:groundnut_rainfed:region0666_c1,-0.280087,0,
crops,produce:groundnut_rainfed:region0666_c2,-0.272646,0,
crops,produce:groundnut_rainfed:region0666_c3,-0.271181,0,
crops,produce:groundnut_rainfed:region0667_c0,-0.292182,0,
crops,produce:groundnut_rainfed:region0667_c1,-0.284883,0,
crops,produce:groundnut_rainfed:region0667_c2,-0.282851,0,
crops,produce:groundnut_rainfed:region0667_c3,-0.279346,0,
crops,produce:groundnut_rainfed:region0668_c0,2.75305,0,
crops,produce:groundnut_rainfed:region0668_c1,3.55625,0,
crops,produce:groundnut_rainfed:region0668_c2,3.5501,0,
crops,produce:groundnut_rainfed:region0668_c3,3.83127,0,
crops,produce:groundnut_rainfed:region0672_c0,1.398,0,
crops,produce:groundnut_rainfed:region0672_c1,3.23163,0,
crops,produce:groundnut_rainfed:region0672_c2,3.67966,0,
crops,produce:groundnut_rainfed:region0672_c3,6.52693,0,
crops,produce:groundnut_rainfed:region0686_c0,-100,0,
crops,produce:groundnut_rainfed:region0686_c1,-100,0,
crops,produce:groundnut_rainfed:region0686_c2,-1.8367,0,
crops,produce:groundnut_rainfed:region0686_c3,-1.83754,0,
crops,produce:groundnut_rainfed:region0687_c0,-100,0,
crops,produce:groundnut_rainfed:region0687_c1,-1.83555,0,
crops,produce:groundnut_rainfed:region0687_c2,-1.83672,0,
crops,produce:groundnut_rainfed:region0687_c3,-1.8387,0,
crops,produce:groundnut_rainfed:region0688_c3,-1.83404,0,
crops,produce:groundnut_rainfed:region0690_c0,-71.9907,0,
crops,produce:groundnut_rainfed:region0690_c1,-71.8972,0,
crops,produce:groundnut_rainfed:region0690_c2,-1.84539,0,
crops,produce:groundnut_rainfed:region0690_c3,-1.85811,0,
crops,produce:groundnut_rainfed:region0691_c0,-100,0,
crops,produce:groundnut_rainfed:region0691_c1,-100,0,
crops,produce:groundnut_rainfed:region0691_c2,-100,0,
crops,produce:groundnut_rainfed:region0691_c3,-1.8444,0,
crops,produce:groundnut_rainfed:region0692_c0,-100,0,
crops,produce:groundnut_rainfed:region0692_c1,-100,0,
crops,produce:groundnut_rainfed:region0692_c2,-1.84747,0,
crops,produce:groundnut_rainfed:region0692_c3,-1.85368,0,
crops,produce:groundnut_rainfed:region0693_c0,-1.84135,0,
crops,produce:groundnut_rainfed:region0693_c1,-1.85183,0,
crops,produce:groundnut_rainfed:region0693_c2,-1.85788,0,
crops,produce:groundnut_rainfed:region0693_c3,-1.86851,0,
crops,produce:groundnut_rainfed:region0694_c3,-100,0,
crops,produce:groundnut_rainfed:region0698_c0,-1.87411,0,
crops,produce:groundnut_rainfed:region0698_c1,-1.87735,0,
crops,produce:groundnut_rainfed:region0702_c0,-1.85387,0,
crops,produce:groundnut_rainfed:region0702_c1,-1.8569,0,
crops,produce:groundnut_rainfed:region0702_c2,-1.86683,0,
crops,produce:groundnut_rainfed:region0702_c3,-1.87939,0,
crops,produce:groundnut_rainfed:region0707_c0,-1.84794,0,
crops,produce:groundnut_rainfed:region0707_c1,-1.85426,0,
crops,produce:groundnut_rainfed:region0707_c2,-1.86742,0,
crops,produce:groundnut_rainfed:region0707_c3,-1.86826,0,
crops,produce:groundnut_rainfed:region0708_c0,-1.85293,0,
crops,produce:groundnut_rainfed:region0708_c1,-1.86282,0,
crops,produce:groundnut_rainfed:region0708_c2,-1.88132,0,
crops,produce:groundnut_rainfed:region0708_c3,-1.88406,0,
crops,produce:groundnut_rainfed:region0709_c0,-1.8514,0,
crops,produce:groundnut_rainfed:region0709_c1,-1.86553,0,
crops,produce:groundnut_rainfed:region0709_c2,-1.87088,0,
crops,produce:groundnut_rainfed:region0709_c3,-1.87542,0,
crops,produce:groundnut_rainfed:region0711_c3,-1.8686,0,
crops,produce:groundnut_rainfed:region0714_c0,-100,0,
crops,produce:groundnut_rainfed:region0714_c1,-1.8506,0,
crops,produce:groundnut_rainfed:region0714_c2,-1.85773,0,
crops,produce:groundnut_rainfed:region0714_c3,-1.86344,0,
crops,produce:groundnut_rainfed:region0716_c0,-1.87229,0,
crops,produce:groundnut_rainfed:region0717_c0,-1.85032,0,
crops,produce:groundnut_rainfed:region0717_c2,-1.86341,0,
crops,produce:groundnut_rainfed:region0717_c3,-1.87532,0,
crops,produce:groundnut_rainfed:region0719_c0,-1.86611,0,
crops,produce:groundnut_rainfed:region0719_c1,-1.87796,0,
crops,produce:groundnut_rainfed:region0719_c2,-1.87738,0,
crops,produce:groundnut_rainfed:region0719_c3,-1.87056,0,
crops,produce:groundnut_rainfed:region0720_c0,-1.87223,0,
crops,produce:groundnut_rainfed:region0721_c0,-1.86374,0,
crops,produce:groundnut_rainfed:region0721_c1,-1.86901,0,
crops,produce:groundnut_rainfed:region0721_c2,-1.87653,0,
crops,produce:groundnut_rainfed:region0723_c0,-1.85429,0,
crops,produce:groundnut_rainfed:region0723_c1,-1.87349,0,
crops,produce:groundnut_rainfed:region0723_c2,-1.87966,0,
crops,produce:groundnut_rainfed:region0723_c3,-1.88464,0,
crops,produce:groundnut_rainfed:region0724_c0,-1.86607,0,
crops,produce:groundnut_rainfed:region0724_c1,-1.86328,0,
crops,produce:groundnut_rainfed:region0724_c2,-1.87111,0,
crops,produce:groundnut_rainfed:region0724_c3,-1.87136,0,
crops,produce:groundnut_rainfed:region0725_c1,-1.85025,0,
crops,produce:groundnut_rainfed:region0725_c3,-1.87671,0,
crops,produce:groundnut_rainfed:region0726_c0,-1.85457,0,
crops,produce:groundnut_rainfed:region0726_c1,-1.86015,0,
crops,produce:groundnut_rainfed:region0726_c2,-1.87678,0,
crops,produce:groundnut_rainfed:region0726_c3,-1.88283,0,
crops,produce:groundnut_rainfed:region0728_c2,-11.9604,0,
crops,produce:groundnut_rainfed:region0729_c0,-1.46431,0,
crops,produce:groundnut_rainfed:region0729_c1,-1.30703,0,
crops,produce:groundnut_rainfed:region0729_c2,-1.28892,0,
crops,produce:groundnut_rainfed:region0729_c3,-1.28307,0,
crops,produce:groundnut_rainfed:region0730_c2,-1.44174,0,
crops,produce:groundnut_rainfed:region0731_c0,-1.32754,0,
crops,produce:groundnut_rainfed:region0731_c1,-1.30333,0,
crops,produce:groundnut_rainfed:region0731_c2,-1.29879,0,
crops,produce:groundnut_rainfed:region0731_c3,-1.29532,0,
crops,produce:groundnut_rainfed:region0732_c0,-1.33441,0,
crops,produce:groundnut_rainfed:region0732_c1,-1.32596,0,
crops,produce:groundnut_rainfed:region0732_c2,-1.30536,0,
crops,produce:groundnut_rainfed:region0732_c3,-1.29513,0,
crops,produce:groundnut_rainfed:region0734_c0,-100,0,
crops,produce:groundnut_rainfed:region0734_c1,-2.32247,0,
crops,produce:groundnut_rainfed:region0734_c2,-2.30454,0,
crops,produce:groundnut_rainfed:region0734_c3,-2.26542,0,
crops,produce:groundnut_rainfed:region0735_c0,-100,0,
crops,produce:groundnut_rainfed:region0735_c1,-1.3497,0,
crops,produce:groundnut_rainfed:region0735_c2,-1.32779,0,
crops,produce:groundnut_rainfed:region0735_c3,-1.3203,0,
crops,produce:groundnut_rainfed:region0736_c0,-100,0,
crops,produce:groundnut_rainfed:region0736_c1,-100,0,
crops,produce:groundnut_rainfed:region0736_c2,-100,0,
crops,produce:groundnut_rainfed:region0736_c3,-100,0,
crops,produce:groundnut_rainfed:region0737_c0,-100,0,
crops,produce:groundnut_rainfed:region0738_c0,-100,0,
crops,produce:groundnut_rainfed:region0738_c1,-100,0,
crops,produce:groundnut_rainfed:region0738_c2,-100,0,
crops,produce:groundnut_rainfed:region0740_c0,8.17797,0,
crops,produce:groundnut_rainfed:region0740_c1,13.8808,0,
crops,produce:groundnut_rainfed:region0740_c2,19.2405,0,
crops,produce:groundnut_rainfed:region0740_c3,20.6625,0,
crops,produce:groundnut_rainfed:region0741_c0,-100,0,
crops,produce:groundnut_rainfed:region0741_c1,13.1933,0,
crops,produce:groundnut_rainfed:region0741_c2,15.8638,0,
crops,produce:groundnut_rainfed:region0741_c3,16.3518,0,
crops,produce:groundnut_rainfed:region0742_c0,-100,0,
crops,produce:groundnut_rainfed:region0742_c1,-100,0,
crops,produce:groundnut_rainfed:region0742_c2,-100,0,
crops,produce:groundnut_rainfed:region0742_c3,-100,0,
crops,produce:groundnut_rainfed:region0743_c0,-67.9949,0,
crops,produce:groundnut_rainfed:region0743_c1,13.0143,0,
crops,produce:groundnut_rainfed:region0743_c2,16.3473,0,
crops,produce:groundnut_rainfed:region0743_c3,17.2779,0,
crops,produce:groundnut_rainfed:region0744_c0,-0.644537,0,
crops,produce:groundnut_rainfed:region0744_c1,-0.639518,0,
crops,produce:groundnut_rainfed:region0744_c2,-0.638327,0,
crops,produce:groundnut_rainfed:region0744_c3,-0.63578,0,
crops,produce:groundnut_rainfed:region0745_c0,-0.639499,0,
crops,produce:groundnut_rainfed:region0745_c1,-0.637467,0,
crops,produce:groundnut_rainfed:region0745_c2,-0.636706,0,
crops,produce:groundnut_rainfed:region0745_c3,-0.635991,0,
crops,produce:groundnut_rainfed:region0746_c0,-0.640531,0,
crops,produce:groundnut_rainfed:region0746_c1,-0.638767,0,
crops,produce:groundnut_rainfed:region0746_c2,-0.638112,0,
crops,produce:groundnut_rainfed:region0746_c3,-0.636685,0,
crops,produce:groundnut_rainfed:region0747_c0,-0.642818,0,
crops,produce:groundnut_rainfed:region0747_c1,-0.639353,0,
crops,produce:groundnut_rainfed:region0747_c2,-0.638272,0,
crops,produce:groundnut_rainfed:region0747_c3,-0.637831,0,
crops,produce:groundnut_rainfed:region0748_c0,-0.954694,0,
crops,produce:groundnut_rainfed:region0748_c1,-0.944063,0,
crops,produce:groundnut_rainfed:region0748_c2,-0.940808,0,
crops,produce:groundnut_rainfed:region0748_c3,-0.938666,0,
crops,produce:groundnut_rainfed:region0749_c0,-100,0,
crops,produce:groundnut_rainfed:region0749_c1,-0.959497,0,
crops,produce:groundnut_rainfed:region0749_c2,-0.948895,0,
crops,produce:groundnut_rainfed:region0749_c3,-0.939959,0,
crops,produce:maize_irrigated:region0010_c0,-1.80304,0,
crops,produce:maize_irrigated:region0010_c1,-1.75372,0,
crops,produce:maize_irrigated:region0010_c2,-1.85022,0,
crops,produce:maize_irrigated:region0010_c3,-1.92487,0,
crops,produce:maize_irrigated:region0011_c0,-0.460054,0,
crops,produce:maize_irrigated:region0011_c1,-0.315666,0,
crops,produce:maize_irrigated:region0011_c2,-0.71288,0,
crops,produce:maize_irrigated:region0011_c3,-0.736686,0,
crops,produce:maize_irrigated:region0012_c0,-0.933037,0,
crops,produce:maize_irrigated:region0012_c1,-0.846432,0,
crops,produce:maize_irrigated:region0012_c2,-0.837182,0,
crops,produce:maize_irrigated:region0012_c3,-0.854484,0,
crops,produce:maize_irrigated:region0013_c1,-1.04467,0,
crops,produce:maize_irrigated:region0013_c2,-0.950543,0,
crops,produce:maize_irrigated:region0013_c3,-0.959429,0,
crops,produce:maize_irrigated:region0014_c2,-1.44642,0,
crops,produce:maize_irrigated:region0014_c3,-1.47863,0,
crops,produce:maize_irrigated:region0015_c0,-0.916926,0,
crops,produce:maize_irrigated:region0015_c1,-0.89498,0,
crops,produce:maize_irrigated:region0015_c2,-0.872541,0,
crops,produce:maize_irrigated:region0015_c3,-0.863174,0,
crops,produce:maize_irrigated:region0016_c0,-0.852702,0,
crops,produce:maize_irrigated:region0016_c1,-0.835015,0,
crops,produce:maize_irrigated:region0016_c2,-0.843448,0,
crops,produce:maize_irrigated:region0016_c3,-0.846518,0,
crops,produce:maize_irrigated:region0017_c1,-1.3114,0,
crops,produce:maize_irrigated:region0017_c2,-1.31821,0,
crops,produce:maize_irrigated:region0017_c3,-1.08423,0,
crops,produce:maize_irrigated:region0018_c0,-1.13736,0,
crops,produce:maize_irrigated:region0018_c1,-1.12477,0,
crops,produce:maize_irrigated:region0018_c2,-1.02201,0,
crops,produce:maize_irrigated:region0018_c3,-0.94804,0,
crops,produce:maize_irrigated:region0019_c0,-1.06851,0,
crops,produce:maize_irrigated:region0019_c1,-1.05482,0,
crops,produce:maize_irrigated:region0019_c2,-1.05821,0,
crops,produce:maize_irrigated:region0019_c3,-1.08279,0,
crops,produce:maize_irrigated:region0020_c0,-0.900429,0,
crops,produce:maize_irrigated:region0020_c1,-0.906191,0,
crops,produce:maize_irrigated:region0020_c2,-0.889348,0,
crops,produce:maize_irrigated:region0020_c3,-0.837536,0,
crops,produce:maize_irrigated:region0022_c0,-0.828744,0,
crops,produce:maize_irrigated:region0022_c1,-0.839385,0,
crops,produce:maize_irrigated:region0022_c2,-0.826968,0,
crops,produce:maize_irrigated:region0022_c3,-0.853955,0,
crops,produce:maize_irrigated:region0023_c0,-0.936354,0,
crops,produce:maize_irrigated:region0023_c1,-0.851804,0,
crops,produce:maize_irrigated:region0023_c2,-0.839253,0,
crops,produce:maize_irrigated:region0023_c3,-0.832573,0,
crops,produce:maize_irrigated:region0024_c3,-0.833338,0,
crops,produce:maize_irrigated:region0026_c0,-0.902031,0,
crops,produce:maize_irrigated:region0026_c1,-0.884134,0,
crops,produce:maize_irrigated:region0026_c2,-0.875934,0,
crops,produce:maize_irrigated:region0026_c3,-0.844248,0,
crops,produce:maize_irrigated:region0027_c0,-0.634615,0,
crops,produce:maize_irrigated:region0027_c1,-0.568674,0,
crops,produce:maize_irrigated:region0027_c2,-0.637312,0,
crops,produce:maize_irrigated:region0027_c3,-0.484522,0,
crops,produce:maize_irrigated:region0032_c0,-1.34385,0,
crops,produce:maize_irrigated:region0032_c3,-1.37336,0,
crops,produce:maize_irrigated:region0035_c0,-1.21636,0,
crops,produce:maize_irrigated:region0035_c1,-1.18243,0,
crops,produce:maize_irrigated:region0035_c2,-1.23915,0,
crops,produce:maize_irrigated:region0035_c3,-1.21435,0,
crops,produce:maize_irrigated:region0036_c1,-1.12565,0,
crops,produce:maize_irrigated:region0039_c1,-1.11737,0,
crops,produce:maize_irrigated:region0039_c2,-1.05796,0,
crops,produce:maize_irrigated:region0039_c3,-1.06191,0,
crops,produce:maize_irrigated:region0040_c0,-1.29848,0,
crops,produce:maize_irrigated:region0040_c1,-1.25695,0,
crops,produce:maize_irrigated:region0040_c2,-1.23435,0,
crops,produce:maize_irrigated:region0040_c3,-1.20363,0,
crops,produce:maize_irrigated:region0041_c2,-1.08866,0,
crops,produce:maize_irrigated:region0044_c0,-1.51934,0,
crops,produce:maize_irrigated:region0044_c1,-1.38761,0,
crops,produce:maize_irrigated:region0044_c2,-1.44121,0,
crops,produce:maize_irrigated:region0044_c3,-1.23778,0,
crops,produce:maize_irrigated:region0045_c0,-0.957698,0,
crops,produce:maize_irrigated:region0045_c1,-0.958429,0,
